,fluence,photon_energy,density,hydrogen_factor,nitrogen_factor,oxygen_factor,carbon_factor,sulphur_factor
0,89217.89568073543,521.0,1.6666327058408266,0.7582254276060642,0.17716693383042204,0.0,0.03441612357999718,0.030191514983516604
1,113678.73654350505,521.0,0.8473513425503956,0.0845517931447127,0.7028222708009879,0.0,0.18946522940992172,0.0231607066443777
2,159499.25016468158,2563.0,1.6828102703010919,0.0032435294264308466,0.6395136355686436,0.0,0.31966291458442647,0.037579920420499076
3,50008.16623738257,1615.0,0.5378344266353094,0.7164311511550724,0.13999901871969198,0.0,0.12854428559244815,0.015025544532787495
4,121707.74475580727,627.0,0.8547570682210757,0.5011551960337972,0.0531142384471922,0.0,0.4037208857708219,0.042009679748188665
5,429249.1732469486,8910.0,0.9712815842567724,0.5011566051262242,0.3021906285153303,0.0,0.15710555146713828,0.039547214891307185
6,459278.38702742575,5121.0,1.350337698212615,0.2846261495514609,0.3441003285916505,0.0,0.34211469148706647,0.029158830369822118
7,67276.21474520327,9331.0,0.5119281073413404,0.02192461536560665,0.9172193429402432,0.0,0.045515800858091496,0.01534024083605854
8,490418.01139910764,9549.0,0.7621404550289947,0.029225914640048797,0.1970650265264499,0.0,0.7481130824594197,0.02559597637408169
9,152706.48800142677,2337.0,1.779986003966745,0.6505717582631446,0.269696598225981,0.0,0.02181588163045767,0.057915761880416826
10,187681.56346721356,4066.0,0.7364769871054129,0.4705091030807935,0.0047823108538060785,0.0,0.4903659899829831,0.034342596082417264
11,23580.12939338392,8508.0,0.6602147507443477,0.02929887405653287,0.6828889558827814,0.0,0.25706977038648915,0.030742399674196508
12,84002.96258102957,2035.0,1.028044074705786,0.13139494779252178,0.004891238965326462,0.0,0.8490849870204746,0.014628826221677169
13,124986.37351843898,3083.0,1.6798224356838563,0.6173718133849775,0.1250148468235841,0.0,0.24102227763490836,0.01659106215653006
14,87439.4217247681,1692.0,1.605783691057865,0.32710570873057754,0.2024191765856397,0.0,0.42075693682339094,0.04971817786039179
15,421556.80933231936,3623.0,0.5885903130279122,0.021641965077931254,0.48727048396181055,0.0,0.4229765688446138,0.06811098211564441
16,115684.91466663717,4890.0,1.3952643733311814,0.8654760461922374,0.000673317834271741,0.0,0.06159333656150374,0.07225729941198712
17,287668.10453058017,7239.0,1.912133807104105,0.8406090004375769,0.11916997319390683,0.0,0.013600544096104792,0.026620482272411428
18,440336.7727813117,6019.0,1.7685452500122416,0.2115455321149955,0.08226399802732644,0.0,0.6907517799688214,0.015438689888856662
19,236547.6994900935,5363.0,0.61145032136334,0.9081558146341497,0.06721867112664451,0.0,0.0030571634445088498,0.021568350794696853
20,157944.47202425645,7758.0,1.6652039012281117,0.36833665133429544,0.48506149581283137,0.0,0.0822399215266626,0.06436193132621068
21,144300.70654609016,1473.0,0.6013172533711488,0.03693032754724171,0.7714836289640356,0.0,0.17676853134162557,0.014817512147097084
22,407845.7732433705,9771.0,1.7706496070409439,0.10174641529805492,0.8629999327984543,0.0,0.025476721513822263,0.009776930389668478
23,226441.1204335555,9118.0,0.9004631125638749,0.3151355372416364,0.3415451699445042,0.0,0.31724753801078476,0.026071754803074578
24,478722.804980311,3883.0,1.2715645695902262,0.060915749445577996,0.669632575070113,0.0,0.22196027361365295,0.04749140187065614
25,25793.620501530702,9771.0,1.6721164771735524,0.2025104539938295,0.07155249887083212,0.0,0.7099123496952354,0.016024697440103007
26,203576.46274604436,8508.0,1.5639258851095708,0.4237283475087637,0.2473349441205694,0.0,0.2935812852249103,0.03535542314575664
27,14666.458832664688,4066.0,0.980734563153661,0.08985467753359141,0.13088459000450994,0.0,0.6893062945773192,0.0899544378845795
28,46605.55883580978,6601.0,0.5447350906268498,0.39964783540540727,0.11072645960456813,0.0,0.4764041069315276,0.013221598058497028
29,441177.8159421962,9549.0,0.5508592251336415,0.0688840624559469,0.7293383272045773,0.0,0.1895484922189056,0.01222911812057024
30,178233.2120083237,5363.0,1.6296132903144376,0.1276105504442077,0.8384883410994668,0.0,0.004803113073802487,0.029097995382522973
31,326038.7429818387,8910.0,1.890066042597956,0.7375424273963854,0.021806557993278883,0.0,0.19672271711312556,0.043928297497210195
32,478685.91669965937,8910.0,0.5302392322525249,0.1208722588461405,0.1050277637418272,0.0,0.7614987111952431,0.01260126621678903
