,fluence,photon_energy,density,hydrogen_factor,nitrogen_factor,oxygen_factor,carbon_factor,sulphur_factor
0,398173.2797973867,4258.0,1.3847035248497985,0.7138269022490757,0.036768175820276326,0.22039378776492854,0.0,0.029011134165719512
1,160887.36937205994,5004.0,1.8562624921518494,0.4370053509403278,0.21096469331545759,0.28685551521065206,0.0,0.06517444053356251
2,68873.37310020151,546.0,0.8209510624551304,0.3984466378769755,0.5436059414571445,0.004615059720166413,0.0,0.05333236094571371
3,123165.98372982442,559.0,0.6764197932568817,0.34642282445969425,0.557135332631181,0.07087522346737983,0.0,0.025566619441745018
4,58427.93655323827,3794.0,1.999189442798536,0.03810161798129181,0.05852346519755698,0.8829290757535325,0.0,0.020445841067618698
5,59306.17977112297,1312.0,0.8602735461014899,0.14296130988381198,0.39731380079737244,0.4443239177159353,0.0,0.01540097160288023
6,36133.298111367505,2563.0,0.7249488737835752,0.5619818158359667,0.11104080607418272,0.28913355446521927,0.0,0.03784382362463137
7,50287.70528983681,2447.0,1.032264613529109,0.0342150881183386,0.7794327165887329,0.15066238663353304,0.0,0.03568980865939534
8,18158.59091727858,3973.0,1.375300986550632,0.1831994387113454,0.14491219739998715,0.6415095462950154,0.0,0.030378817593652088
9,483762.8659939287,2944.0,0.6450193937484232,0.015172715728370634,0.8656263947089594,0.06129487531701921,0.0,0.05790601424565076
10,13585.758029101708,3623.0,1.6705526561921862,0.16969193942341926,0.3231864628979606,0.45103590747488653,0.0,0.05608569020373358
11,422949.4228025957,3083.0,1.4587690366345354,0.050563686023791035,0.7713898439335198,0.15979547968537106,0.0,0.018250990357318156
12,93688.87068381891,8508.0,0.5127369698295721,0.7386855250070149,0.09494505226447415,0.1186472700689851,0.0,0.04772215265952579
13,365465.62589352526,3883.0,1.1084094667852442,0.025868231521444216,0.0171292431729472,0.9453569727124473,0.0,0.011645552593161261
14,456654.5773481817,7939.0,1.9912657882756792,0.038768794773985316,0.15227248752131442,0.7944292189011204,0.0,0.014529498803579868
15,473435.36135836324,8508.0,0.8327161584292195,0.9226483224897277,0.027602547065793383,0.037170522502192625,0.0,0.012578607942286322
16,478449.88449289475,9549.0,1.9281924353121815,0.17931943544399742,0.1798203874565619,0.6132267727467758,0.0,0.027633404352664797
17,494308.5310031739,8707.0,1.1784484121941516,0.03669346365071022,0.877557980621251,0.07265556692850504,0.0,0.013092988799533743
18,42163.333294503514,2232.0,1.568626802228835,0.8159593700987597,0.06314068909526428,0.027452939407293275,0.0,0.09344700139868263
19,124445.5045552473,827.0,1.6975698384456424,0.3452607395674981,0.05712691036760119,0.49453388849769264,0.0,0.10307846156720812
20,108641.27734130864,509.0,1.8875465186540277,0.16250669101582949,0.788618980146532,0.018897835432217715,0.0,0.029976493405420853
21,246062.35061021245,3883.0,1.4015238153751506,0.13316810045943772,0.23046801695310828,0.5906439174260026,0.0,0.04571996516145137
22,199044.23789237958,2876.0,0.6637217399700972,0.036583433872080094,0.21677566836331727,0.7222042964666519,0.0,0.024436601297950774
23,95384.94087268987,533.0,1.8326619755086582,0.23724416002965573,0.5069085220530707,0.20567944193015414,0.0,0.05016787598711942
24,87821.30564585047,9331.0,0.5280140372580951,0.19681240495615265,0.6674835573159767,0.11829764298120655,0.0,0.01740639474666396
25,367530.5180693935,9771.0,0.7415292298816158,0.00588979086968231,0.39490137460572267,0.5888892046868142,0.0,0.01031962983778089
26,378170.5226043514,3707.0,1.6014929249991474,0.3086413473661218,0.12440667864356063,0.5470855038725475,0.0,0.01986647011777007
27,64243.23434124642,8707.0,0.9167430774754313,0.3594326180011156,0.22663335542683563,0.38913691995920385,0.0,0.02479710661284497
28,114840.56236205452,950.0,0.6848148059441181,0.5167047150680941,0.04041488843666819,0.3970178212320731,0.0,0.04586257526316451
29,100991.05530472632,7408.0,1.907560169829116,0.3134504479286733,0.10934599210746261,0.563005816318349,0.0,0.014197743645515067
30,26561.733266265797,3381.0,1.67292172157665,0.7648109127767387,0.2022954340773902,0.0033803792975753057,0.0,0.02951327384829568
31,231330.80813535475,2811.0,0.8743449744416213,0.16759901917179057,0.5466627003576516,0.1448896314593163,0.0,0.14084864901124144
32,296168.6955835655,5121.0,1.0566096896981003,0.8069851801732966,0.001181922032298141,0.17012445480651076,0.0,0.021708442987894486
33,254196.13404146873,6019.0,0.9076991782141843,0.8745859428187241,0.048981230781897075,0.03995905840799704,0.0,0.03647376799138165
34,369459.10856307985,4459.0,1.9595083586532267,0.5558731238722835,0.21709602788855037,0.14108481411391913,0.0,0.08594603412524715
35,58561.253256595206,657.0,1.8227142485648975,0.33526442306456167,0.6475243157665472,0.0006612181828995177,0.0,0.01655004298599156
36,95044.05156828437,9771.0,1.9552309682215185,0.14402675374980656,0.7940685033127969,0.04810410824943995,0.0,0.013800634687956715
37,389418.46022330096,4459.0,1.7179012820346533,0.4416080260180876,0.5114729466434309,0.01347981714487424,0.0,0.03343921019360722
